year,C1,C1_NM,C1_NM_ENG,total_population,child_population,working_age_population,older_population,older_share,working_age_share,child_share
2009,29200,광산구,Gwangsan-gu,342936,83102,237191,22643,6.6,69.16,24.23
2010,29200,광산구,Gwangsan-gu,363239,84995,254102,24142,6.65,69.95,23.4
2011,29200,광산구,Gwangsan-gu,375509,85139,264870,25500,6.79,70.54,22.67
2012,29200,광산구,Gwangsan-gu,385101,84815,273257,27029,7.02,70.96,22.02
2013,29200,광산구,Gwangsan-gu,392875,83685,280852,28338,7.21,71.49,21.3
2014,29200,광산구,Gwangsan-gu,397281,81613,285824,29844,7.51,71.95,20.54
2015,29200,광산구,Gwangsan-gu,400753,78460,291239,31054,7.75,72.67,19.58
2016,29200,광산구,Gwangsan-gu,403049,76101,294881,32067,7.96,73.16,18.88
2017,29200,광산구,Gwangsan-gu,404131,74009,296557,33565,8.31,73.38,18.31
2018,29200,광산구,Gwangsan-gu,404547,71280,298356,34911,8.63,73.75,17.62
2019,29200,광산구,Gwangsan-gu,405315,68751,300077,36487,9.0,74.04,16.96
2020,29200,광산구,Gwangsan-gu,405579,65868,301256,38455,9.48,74.28,16.24
2021,29200,광산구,Gwangsan-gu,404221,63337,300866,40018,9.9,74.43,15.67
2022,29200,광산구,Gwangsan-gu,400654,59637,299025,41992,10.48,74.63,14.88
2023,29200,광산구,Gwangsan-gu,396741,56059,296329,44353,11.18,74.69,14.13
2024,29200,광산구,Gwangsan-gu,391611,52455,291757,47399,12.1,74.5,13.39
2008,30110,동구,Dong-gu,245973,39162,180798,26013,10.58,73.5,15.92
2009,30110,동구,Dong-gu,246116,38195,180787,27134,11.02,73.46,15.52
2010,30110,동구,Dong-gu,248835,37138,183278,28419,11.42,73.65,14.92
2011,30110,동구,Dong-gu,251285,36991,184778,29516,11.75,73.53,14.72
2012,30110,동구,Dong-gu,251945,36552,184375,31018,12.31,73.18,14.51
2013,30110,동구,Dong-gu,250653,35655,182650,32348,12.91,72.87,14.22
2014,30110,동구,Dong-gu,245493,33873,177957,33663,13.71,72.49,13.8
2015,30110,동구,Dong-gu,239579,31780,172797,35002,14.61,72.13,13.26
2016,30110,동구,Dong-gu,234959,30105,169091,35763,15.22,71.97,12.81
2017,30110,동구,Dong-gu,230516,28479,164797,37240,16.16,71.49,12.35
2018,30110,동구,Dong-gu,229071,27200,163207,38664,16.88,71.25,11.87
2019,30110,동구,Dong-gu,226771,25745,160405,40621,17.91,70.73,11.35
2020,30110,동구,Dong-gu,223021,24393,156095,42533,19.07,69.99,10.94
2021,30110,동구,Dong-gu,222222,23515,154550,44157,19.87,69.55,10.58
2022,30110,동구,Dong-gu,219751,22311,151545,45895,20.89,68.96,10.15
2023,30110,동구,Dong-gu,217628,20926,149061,47641,21.89,68.49,9.62
2024,30110,동구,Dong-gu,218513,20378,148079,50056,22.91,67.77,9.33
2008,30140,중구,Jung-gu,264678,44355,193199,27124,10.25,72.99,16.76
2009,30140,중구,Jung-gu,264035,42765,192717,28553,10.81,72.99,16.2
2010,30140,중구,Jung-gu,265846,41241,194657,29948,11.27,73.22,15.51
2011,30140,중구,Jung-gu,265502,40146,194230,31126,11.72,73.16,15.12
2012,30140,중구,Jung-gu,264125,38976,192467,32682,12.37,72.87,14.76
2013,30140,중구,Jung-gu,264913,38110,192320,34483,13.02,72.6,14.39
2014,30140,중구,Jung-gu,261165,36074,188877,36214,13.87,72.32,13.81
2015,30140,중구,Jung-gu,256186,33907,184794,37485,14.63,72.13,13.24
2016,30140,중구,Jung-gu,252490,32291,181731,38468,15.24,71.98,12.79
2017,30140,중구,Jung-gu,248933,30533,178046,40354,16.21,71.52,12.27
2018,30140,중구,Jung-gu,244421,28639,174157,41625,17.03,71.25,11.72
2019,30140,중구,Jung-gu,240473,27061,169764,43648,18.15,70.6,11.25
2020,30140,중구,Jung-gu,235550,25410,164439,45701,19.4,69.81,10.79
2021,30140,중구,Jung-gu,230341,23930,159264,47147,20.47,69.14,10.39
2022,30140,중구,Jung-gu,227108,22842,155552,48714,21.45,68.49,10.06
2023,30140,중구,Jung-gu,223256,21239,151386,50631,22.68,67.81,9.51
2024,30140,중구,Jung-gu,225008,21495,150664,52849,23.49,66.96,9.55
2008,30170,서구,Seo-gu,499172,94600,370529,34043,6.82,74.23,18.95
2009,30170,서구,Seo-gu,499297,90608,373251,35438,7.1,74.76,18.15
2010,30170,서구,Seo-gu,499742,86787,376257,36698,7.34,75.29,17.37
2011,30170,서구,Seo-gu,499124,83793,377109,38222,7.66,75.55,16.79
2012,30170,서구,Seo-gu,496513,80576,375765,40172,8.09,75.68,16.23
2013,30170,서구,Seo-gu,498917,78720,377702,42495,8.52,75.7,15.78
2014,30170,서구,Seo-gu,496132,75779,375608,44745,9.02,75.71,15.27
2015,30170,서구,Seo-gu,490859,72060,371811,46988,9.57,75.75,14.68
2016,30170,서구,Seo-gu,491011,70422,371509,49080,10.0,75.66,14.34
2017,30170,서구,Seo-gu,487448,68322,367305,51821,10.63,75.35,14.02
2018,30170,서구,Seo-gu,484663,66041,364397,54225,11.19,75.19,13.63
2019,30170,서구,Seo-gu,481222,63943,360078,57201,11.89,74.83,13.29
2020,30170,서구,Seo-gu,477880,61771,355082,61027,12.77,74.3,12.93
2021,30170,서구,Seo-gu,473365,59597,349420,64348,13.59,73.82,12.59
2022,30170,서구,Seo-gu,470374,57295,345155,67924,14.44,73.38,12.18
2023,30170,서구,Seo-gu,464634,54144,338956,71534,15.4,72.95,11.65
2024,30170,서구,Seo-gu,457951,51238,331099,75614,16.51,72.3,11.19
2008,30200,유성구,Yuseong-gu,259831,59380,184576,15875,6.11,71.04,22.85
2009,30200,유성구,Yuseong-gu,266585,58826,191189,16570,6.22,71.72,22.07
2010,30200,유성구,Yuseong-gu,281692,59597,204400,17695,6.28,72.56,21.16
2011,30200,유성구,Yuseong-gu,294353,60475,215184,18694,6.35,73.1,20.55
2012,30200,유성구,Yuseong-gu,306312,60887,225524,19901,6.5,73.63,19.88
2013,30200,유성구,Yuseong-gu,313968,60712,232136,21120,6.73,73.94,19.34
2014,30200,유성구,Yuseong-gu,327461,61648,243195,22618,6.91,74.27,18.83
2015,30200,유성구,Yuseong-gu,335312,60612,250546,24154,7.2,74.72,18.08
2016,30200,유성구,Yuseong-gu,343222,60146,257602,25474,7.42,75.05,17.52
2017,30200,유성구,Yuseong-gu,348428,59319,261689,27420,7.87,75.11,17.02
2018,30200,유성구,Yuseong-gu,349790,57635,262936,29219,8.35,75.17,16.48
2019,30200,유성구,Yuseong-gu,349373,55493,262698,31182,8.93,75.19,15.88
2020,30200,유성구,Yuseong-gu,351047,54025,263368,33654,9.59,75.02,15.39
2021,30200,유성구,Yuseong-gu,351277,52329,262887,36061,10.27,74.84,14.9
2022,30200,유성구,Yuseong-gu,356093,51413,265834,38846,10.91,74.65,14.44
2023,30200,유성구,Yuseong-gu,366845,52035,272913,41897,11.42,74.39,14.18
2024,30200,유성구,Yuseong-gu,369468,50445,273452,45571,12.33,74.01,13.65
2008,30230,대덕구,Daedeok-gu,211241,40555,154519,16167,7.65,73.15,19.2
2009,30230,대덕구,Daedeok-gu,208147,37869,153453,16825,8.08,73.72,18.19
2010,30230,대덕구,Daedeok-gu,207549,35626,154438,17485,8.42,74.41,17.17
2011,30230,대덕구,Daedeok-gu,205339,33434,153723,18182,8.85,74.86,16.28
2012,30230,대덕구,Daedeok-gu,205688,32096,154386,19206,9.34,75.06,15.6
2013,30230,대덕구,Daedeok-gu,204360,30456,153699,20205,9.89,75.21,14.9
2014,30230,대덕구,Daedeok-gu,201558,28679,151790,21089,10.46,75.31,14.23
2015,30230,대덕구,Daedeok-gu,196839,26388,148552,21899,11.13,75.47,13.41
2016,30230,대덕구,Daedeok-gu,192688,24674,145231,22783,11.82,75.37,12.81
2017,30230,대덕구,Daedeok-gu,186902,22942,140128,23832,12.75,74.97,12.27
2018,30230,대덕구,Daedeok-gu,181991,21188,136006,24797,13.63,74.73,11.64
2019,30230,대덕구,Daedeok-gu,177031,19591,131401,26039,14.71,74.22,11.07
2020,30230,대덕구,Daedeok-gu,176384,18850,129665,27869,15.8,73.51,10.69
2021,30230,대덕구,Daedeok-gu,175046,17872,127680,29494,16.85,72.94,10.21
2022,30230,대덕구,Daedeok-gu,172746,16923,124539,31284,18.11,72.09,9.8
2023,30230,대덕구,Daedeok-gu,169853,15726,121074,33053,19.46,71.28,9.26
2024,30230,대덕구,Daedeok-gu,168217,14772,118290,35155,20.9,70.32,8.78
2008,31110,중구,Jung-gu,233898,40229,177342,16327,6.98,75.82,17.2
2009,31110,중구,Jung-gu,230212,37308,175841,17063,7.41,76.38,16.21
2010,31110,중구,Jung-gu,232915,35673,179264,17978,7.72,76.97,15.32
2011,31110,중구,Jung-gu,232634,34015,179775,18844,8.1,77.28,14.62
2012,31110,중구,Jung-gu,233013,32785,180090,20138,8.64,77.29,14.07
2013,31110,중구,Jung-gu,234607,32007,181070,21530,9.18,77.18,13.64
2014,31110,중구,Jung-gu,238825,32337,183352,23136,9.69,76.77,13.54
2015,31110,중구,Jung-gu,244481,32880,186980,24621,10.07,76.48,13.45
2016,31110,중구,Jung-gu,242536,32069,184385,26082,10.75,76.02,13.22
2017,31110,중구,Jung-gu,238652,31274,179525,27853,11.67,75.22,13.1
2018,31110,중구,Jung-gu,231973,29787,172781,29405,12.68,74.48,12.84
2019,31110,중구,Jung-gu,223581,27772,164786,31023,13.88,73.7,12.42
2020,31110,중구,Jung-gu,217595,26476,157888,33231,15.27,72.56,12.17
2021,31110,중구,Jung-gu,212883,25240,152581,35062,16.47,71.67,11.86
2022,31110,중구,Jung-gu,208132,23750,147259,37123,17.84,70.75,11.41
2023,31110,중구,Jung-gu,208668,23447,145751,39470,18.92,69.85,11.24
2024,31110,중구,Jung-gu,207000,22393,142603,42004,20.29,68.89,10.82
2008,31140,남구,Nam-gu,343922,64010,261673,18239,5.3,76.08,18.61
2009,31140,남구,Nam-gu,343740,60871,263605,19264,5.6,76.69,17.71
2010,31140,남구,Nam-gu,344131,57435,266439,20257,5.89,77.42,16.69
2011,31140,남구,Nam-gu,343504,54872,267343,21289,6.2,77.83,15.97
2012,31140,남구,Nam-gu,346836,53112,270762,22962,6.62,78.07,15.31
2013,31140,남구,Nam-gu,349064,51262,272954,24848,7.12,78.2,14.69
2014,31140,남구,Nam-gu,347759,48957,272387,26415,7.6,78.33,14.08
2015,31140,남구,Nam-gu,343598,46349,269293,27956,8.14,78.37,13.49
2016,31140,남구,Nam-gu,340714,44721,266593,29400,8.63,78.25,13.13
2017,31140,남구,Nam-gu,335439,42848,260962,31629,9.43,77.8,12.77
2018,31140,남구,Nam-gu,330732,41088,255840,33804,10.22,77.36,12.42
2019,31140,남구,Nam-gu,323819,39141,248360,36318,11.22,76.7,12.09
2020,31140,남구,Nam-gu,320064,38211,242680,39173,12.24,75.82,11.94
2021,31140,남구,Nam-gu,313819,36815,235574,41430,13.2,75.07,11.73
2022,31140,남구,Nam-gu,310638,35472,230847,44319,14.27,74.31,11.42
2023,31140,남구,Nam-gu,307232,33907,225978,47347,15.41,73.55,11.04
2024,31140,남구,Nam-gu,304885,32578,221473,50834,16.67,72.64,10.69
2008,31170,동구,Dong-gu,176431,30864,137191,8376,4.75,77.76,17.49
2009,31170,동구,Dong-gu,173841,29527,135516,8798,5.06,77.95,16.99
2010,31170,동구,Dong-gu,170764,28098,133363,9303,5.45,78.1,16.45
2011,31170,동구,Dong-gu,172172,27883,134367,9922,5.76,78.04,16.19
2012,31170,동구,Dong-gu,175479,28173,136520,10786,6.15,77.8,16.05
2013,31170,동구,Dong-gu,178468,28517,138232,11719,6.57,77.45,15.98
2014,31170,동구,Dong-gu,176668,27888,136284,12496,7.07,77.14,15.79
2015,31170,동구,Dong-gu,174963,27180,134401,13382,7.65,76.82,15.53
2016,31170,동구,Dong-gu,174514,27392,132752,14370,8.23,76.07,15.7
2017,31170,동구,Dong-gu,169605,26567,127366,15672,9.24,75.1,15.66
2018,31170,동구,Dong-gu,164642,25432,122427,16783,10.19,74.36,15.45
2019,31170,동구,Dong-gu,159656,24071,117396,18189,11.39,73.53,15.08
2020,31170,동구,Dong-gu,156806,23132,113719,19955,12.73,72.52,14.75
2021,31170,동구,Dong-gu,154096,22158,110521,21417,13.9,71.72,14.38
2022,31170,동구,Dong-gu,151711,20862,107726,23123,15.24,71.01,13.75
2023,31170,동구,Dong-gu,152287,20102,106894,25291,16.61,70.19,13.2
2024,31170,동구,Dong-gu,150836,18864,104563,27409,18.17,69.32,12.51
2008,31200,북구,Buk-gu,166469,39253,118723,8493,5.1,71.32,23.58
2009,31200,북구,Buk-gu,171674,38634,124134,8906,5.19,72.31,22.5
2010,31200,북구,Buk-gu,177488,38047,130120,9321,5.25,73.31,21.44
2011,31200,북구,Buk-gu,182504,37605,135098,9801,5.37,74.02,20.61
2012,31200,북구,Buk-gu,184088,36464,137306,10318,5.6,74.59,19.81
2013,31200,북구,Buk-gu,185695,35368,139448,10879,5.86,75.1,19.05
2014,31200,북구,Buk-gu,188733,34903,142313,11517,6.1,75.4,18.49
2015,31200,북구,Buk-gu,191063,34353,144492,12218,6.39,75.63,17.98
2016,31200,북구,Buk-gu,195285,34681,147619,12985,6.65,75.59,17.76
2017,31200,북구,Buk-gu,200718,35638,151027,14053,7.0,75.24,17.76
2018,31200,북구,Buk-gu,206434,36346,155104,14984,7.26,75.13,17.61
2019,31200,북구,Buk-gu,217796,38394,162953,16449,7.55,74.82,17.63
2020,31200,북구,Buk-gu,219014,37964,163025,18025,8.23,74.44,17.33
2021,31200,북구,Buk-gu,218735,37131,161876,19728,9.02,74.01,16.98
2022,31200,북구,Buk-gu,218670,35733,161447,21490,9.83,73.83,16.34
2023,31200,북구,Buk-gu,216477,33579,159551,23347,10.78,73.7,15.51
2024,31200,북구,Buk-gu,216522,32399,158662,25461,11.76,73.28,14.96
2008,31710,울주군,Ulju-gun,191687,38572,134555,18560,9.68,70.2,20.12
2009,31710,울주군,Ulju-gun,195399,37811,138318,19270,9.86,70.79,19.35
2010,31710,울주군,Ulju-gun,201000,37081,143978,19941,9.92,71.63,18.45
2011,31710,울주군,Ulju-gun,204680,36361,147710,20609,10.07,72.17,17.76
2012,31710,울주군,Ulju-gun,207840,35732,150576,21532,10.36,72.45,17.19
2013,31710,울주군,Ulju-gun,208646,34677,151424,22545,10.81,72.57,16.62
2014,31710,울주군,Ulju-gun,214392,34360,156346,23686,11.05,72.93,16.03
2015,31710,울주군,Ulju-gun,219429,33794,160607,25028,11.41,73.19,15.4
2016,31710,울주군,Ulju-gun,219255,32413,160911,25931,11.83,73.39,14.78
2017,31710,울주군,Ulju-gun,220718,31705,161587,27426,12.43,73.21,14.36
2018,31710,울주군,Ulju-gun,221842,30803,162096,28943,13.05,73.07,13.89
2019,31710,울주군,Ulju-gun,223167,29932,162649,30586,13.71,72.88,13.41
2020,31710,울주군,Ulju-gun,222538,28700,160855,32983,14.82,72.28,12.9
2021,31710,울주군,Ulju-gun,222059,27359,159376,35324,15.91,71.77,12.32
2022,31710,울주군,Ulju-gun,221512,25843,157912,37757,17.05,71.29,11.67
2023,31710,울주군,Ulju-gun,218997,24223,154520,40254,18.38,70.56,11.06
2024,31710,울주군,Ulju-gun,218806,23040,152772,42994,19.65,69.82,10.53
2012,36110,세종특별자치시,sejong-si,113117,18503,77400,17214,15.22,68.42,16.36
2013,36110,세종특별자치시,sejong-si,122153,20162,84033,17958,14.7,68.79,16.51
2014,36110,세종특별자치시,sejong-si,156125,28454,107894,19777,12.67,69.11,18.23
2015,36110,세종특별자치시,sejong-si,210884,42411,146074,22399,10.62,69.27,20.11
2016,36110,세종특별자치시,sejong-si,243048,49587,169264,24197,9.96,69.64,20.4
2017,36110,세종특별자치시,sejong-si,280100,57865,195384,26851,9.59,69.76,20.66
2018,36110,세종특별자치시,sejong-si,314126,64822,220126,29178,9.29,70.08,20.64
2019,36110,세종특별자치시,sejong-si,340575,69570,239056,31949,9.38,70.19,20.43
2020,36110,세종특별자치시,sejong-si,355831,71602,249348,34881,9.8,70.07,20.12
2021,36110,세종특별자치시,sejong-si,371895,73055,261377,37463,10.07,70.28,19.64
2022,36110,세종특별자치시,sejong-si,383591,73508,269864,40219,10.48,70.35,19.16
2023,36110,세종특별자치시,sejong-si,386525,71439,272526,42560,11.01,70.51,18.48
2024,36110,세종특별자치시,sejong-si,390685,69865,275519,45301,11.6,70.52,17.88
2020,41105,북부출장소,Bukbu branch office,0,0,0,0,,,
2022,41105,북부출장소,Bukbu branch office,0,0,0,0,,,
2023,41105,북부출장소,Bukbu branch office,0,0,0,0,,,
2024,41105,북부출장소,Bukbu branch office,0,0,0,0,,,
2008,41110,수원시,Suwon-si,1067425,207429,790991,69005,6.46,74.1,19.43
2009,41110,수원시,Suwon-si,1073149,200099,801316,71734,6.68,74.67,18.65
2010,41110,수원시,Suwon-si,1077535,190907,811775,74853,6.95,75.34,17.72
2011,41110,수원시,Suwon-si,1088489,185842,824060,78587,7.22,75.71,17.07
2012,41110,수원시,Suwon-si,1120258,186526,849521,84211,7.52,75.83,16.65
2013,41110,수원시,Suwon-si,1148157,186513,872417,89227,7.77,75.98,16.24
2014,41110,수원시,Suwon-si,1174228,186009,893747,94472,8.05,76.11,15.84
2015,41110,수원시,Suwon-si,1184624,180842,904032,99750,8.42,76.31,15.27
2016,41110,수원시,Suwon-si,1194041,176737,913312,103992,8.71,76.49,14.8
2017,41110,수원시,Suwon-si,1202628,173571,917390,111667,9.29,76.28,14.43
2018,41110,수원시,Suwon-si,1201166,167701,916209,117256,9.76,76.28,13.96
2019,41110,수원시,Suwon-si,1194465,161288,909530,123647,10.35,76.15,13.5
2020,41110,수원시,Suwon-si,1186078,154487,899655,131936,11.12,75.85,13.03
2021,41110,수원시,Suwon-si,1183714,148234,896405,139075,11.75,75.73,12.52
2022,41110,수원시,Suwon-si,1190964,143724,900118,147122,12.35,75.58,12.07
2023,41110,수원시,Suwon-si,1197257,138621,901300,157336,13.14,75.28,11.58
2024,41110,수원시,Suwon-si,1193005,132572,892111,168322,14.11,74.78,11.11
2008,41111,장안구,Jangan-gu,285803,56099,208602,21102,7.38,72.99,19.63
2009,41111,장안구,Jangan-gu,290798,54125,214601,22072,7.59,73.8,18.61
2010,41111,장안구,Jangan-gu,293692,51779,218669,23244,7.91,74.46,17.63
2011,41111,장안구,Jangan-gu,290999,48909,218098,23992,8.24,74.95,16.81
2012,41111,장안구,Jangan-gu,291757,47140,219355,25262,8.66,75.18,16.16
2013,41111,장안구,Jangan-gu,300908,47315,226824,26769,8.9,75.38,15.72
2014,41111,장안구,Jangan-gu,301196,45940,227429,27827,9.24,75.51,15.25
2015,41111,장안구,Jangan-gu,299016,43573,226327,29116,9.74,75.69,14.57
2016,41111,장안구,Jangan-gu,296479,41404,224959,30116,10.16,75.88,13.97
2017,41111,장안구,Jangan-gu,293828,39475,222332,32021,10.9,75.67,13.43
2018,41111,장안구,Jangan-gu,286433,36487,216769,33177,11.58,75.68,12.74
2019,41111,장안구,Jangan-gu,278377,33714,210084,34579,12.42,75.47,12.11
2020,41111,장안구,Jangan-gu,273661,31713,205291,36657,13.4,75.02,11.59
2021,41111,장안구,Jangan-gu,273835,30714,204747,38374,14.01,74.77,11.22
2022,41111,장안구,Jangan-gu,270524,28652,201794,40078,14.81,74.59,10.59
2023,41111,장안구,Jangan-gu,270849,27338,200797,42714,15.77,74.14,10.09
2024,41111,장안구,Jangan-gu,274661,26988,202011,45662,16.62,73.55,9.83
2008,41113,권선구,Gwonseon-gu,308177,58726,230029,19422,6.3,74.64,19.06
2009,41113,권선구,Gwonseon-gu,304097,55317,228866,19914,6.55,75.26,18.19
2010,41113,권선구,Gwonseon-gu,306783,52460,233409,20914,6.82,76.08,17.1
2011,41113,권선구,Gwonseon-gu,321176,53035,245487,22654,7.05,76.43,16.51
2012,41113,권선구,Gwonseon-gu,332633,53421,254743,24469,7.36,76.58,16.06
2013,41113,권선구,Gwonseon-gu,331773,51606,254483,25684,7.74,76.7,15.55
2014,41113,권선구,Gwonseon-gu,339835,51685,260958,27192,8.0,76.79,15.21
2015,41113,권선구,Gwonseon-gu,351053,52317,269440,29296,8.35,76.75,14.9
2016,41113,권선구,Gwonseon-gu,358393,52439,275030,30924,8.63,76.74,14.63
2017,41113,권선구,Gwonseon-gu,365653,52779,279169,33705,9.22,76.35,14.43
2018,41113,권선구,Gwonseon-gu,377647,53483,287594,36570,9.68,76.15,14.16
2019,41113,권선구,Gwonseon-gu,371754,50837,282148,38769,10.43,75.9,13.67
2020,41113,권선구,Gwonseon-gu,368645,48993,278245,41407,11.23,75.48,13.29
2021,41113,권선구,Gwonseon-gu,364136,46283,274099,43754,12.02,75.27,12.71
2022,41113,권선구,Gwonseon-gu,367446,44826,275893,46727,12.72,75.08,12.2
2023,41113,권선구,Gwonseon-gu,366167,42087,273889,50191,13.71,74.8,11.49
2024,41113,권선구,Gwonseon-gu,362642,39234,269186,54222,14.95,74.23,10.82
2008,41115,팔달구,Paldal-gu,213235,33447,162311,17477,8.2,76.12,15.69
2009,41115,팔달구,Paldal-gu,219833,33858,167420,18555,8.44,76.16,15.4
2010,41115,팔달구,Paldal-gu,216503,31644,165720,19139,8.84,76.54,14.62
2011,41115,팔달구,Paldal-gu,209772,29589,160669,19514,9.3,76.59,14.11
2012,41115,팔달구,Paldal-gu,206794,28166,158071,20557,9.94,76.44,13.62
2013,41115,팔달구,Paldal-gu,204805,26590,156789,21426,10.46,76.56,12.98
2014,41115,팔달구,Paldal-gu,203479,25483,155477,22519,11.07,76.41,12.52
2015,41115,팔달구,Paldal-gu,199180,23689,152276,23215,11.66,76.45,11.89
2016,41115,팔달구,Paldal-gu,198515,22568,152137,23810,11.99,76.64,11.37
2017,41115,팔달구,Paldal-gu,193311,20876,147515,24920,12.89,76.31,10.8
2018,41115,팔달구,Paldal-gu,180974,18459,137924,24591,13.59,76.21,10.2
2019,41115,팔달구,Paldal-gu,175866,16739,133773,25354,14.42,76.07,9.52
2020,41115,팔달구,Paldal-gu,174930,15638,132455,26837,15.34,75.72,8.94
2021,41115,팔달구,Paldal-gu,182321,16334,137677,28310,15.53,75.51,8.96
2022,41115,팔달구,Paldal-gu,192610,17927,144549,30134,15.65,75.05,9.31
2023,41115,팔달구,Paldal-gu,197213,18164,147017,32032,16.24,74.55,9.21
2024,41115,팔달구,Paldal-gu,194397,17243,143590,33564,17.27,73.86,8.87
2008,41117,영통구,Yeongtong-gu,260210,59157,190049,11004,4.23,73.04,22.73
2009,41117,영통구,Yeongtong-gu,258421,56799,190429,11193,4.33,73.69,21.98
2010,41117,영통구,Yeongtong-gu,260557,55024,193977,11556,4.44,74.45,21.12
2011,41117,영통구,Yeongtong-gu,266542,54309,199806,12427,4.66,74.96,20.38
2012,41117,영통구,Yeongtong-gu,289074,57799,217352,13923,4.82,75.19,19.99
2013,41117,영통구,Yeongtong-gu,310671,61002,234321,15348,4.94,75.42,19.64
2014,41117,영통구,Yeongtong-gu,329718,62901,249883,16934,5.14,75.79,19.08
2015,41117,영통구,Yeongtong-gu,335375,61263,255989,18123,5.4,76.33,18.27
2016,41117,영통구,Yeongtong-gu,340654,60326,261186,19142,5.62,76.67,17.71
2017,41117,영통구,Yeongtong-gu,349836,60441,268374,21021,6.01,76.71,17.28
2018,41117,영통구,Yeongtong-gu,356112,59272,273922,22918,6.44,76.92,16.64
2019,41117,영통구,Yeongtong-gu,368468,59998,283525,24945,6.77,76.95,16.28
2020,41117,영통구,Yeongtong-gu,368842,58143,283664,27035,7.33,76.91,15.76
2021,41117,영통구,Yeongtong-gu,363422,54903,279882,28637,7.88,77.01,15.11
2022,41117,영통구,Yeongtong-gu,360384,52319,277882,30183,8.38,77.11,14.52
2023,41117,영통구,Yeongtong-gu,363028,51032,279597,32399,8.92,77.02,14.06
2024,41117,영통구,Yeongtong-gu,361305,49107,277324,34874,9.65,76.76,13.59
2008,41130,성남시,Seongnam-si,942447,158122,710139,74186,7.87,75.35,16.78
